account_id,customer_id,created_at,status,account_branch,account_check_digit,account_number
2524ed41-0bc3-57cb-9a44-76520b42742c,7d173cf4-f959-5678-b34f-76c7fdcbbbc9,2019-05-31T02:04:21.090Z,active,1239,9,31244
e54a6944-2983-50bd-9fae-7269cc6aabdd,b8bbc88e-1e89-5efd-a4d3-b8e87630ace8,2019-08-01T06:17:29.140Z,active,8494,7,79585
c24e6d29-9442-50f1-8ce7-8ffeae91925c,b2d87091-0b8f-552e-b073-347e0d4a686a,2019-11-24T19:50:34.320Z,active,2723,1,25414
90bf3649-f073-52a2-8e34-68fb916fc198,c94fbfbb-5d45-5f89-a3f2-a67a9f9c2695,2019-03-16T17:03:55.320Z,active,164,8,94644
07350751-82da-5b74-971e-37e1f50b0293,4abf3442-2956-5570-902b-96cc496e6acb,2019-04-30T10:25:36.520Z,active,7975,8,67718
f6eca9ca-70ca-527e-a8df-7bc76ab16c6e,11eb5890-3c27-596f-927b-63de1a78a0ef,2019-04-05T11:31:37.450Z,active,7724,7,91047
bc260692-1cb2-56a7-9b63-6407f61df9c8,8e634997-bee8-519f-8bd2-13c05b29ee46,2019-12-08T18:37:35.020Z,active,2242,9,76324
217b6263-1f09-5442-aeef-352d7b903509,bfcbefa3-c09c-5875-a8c1-fb7b902efad2,2019-05-29T08:05:35.330Z,active,4023,3,83679
aaa15e8d-d0e7-5f76-ba03-228140ae8c0e,c412fcf5-5d0a-506b-b04e-a9fcaa49ccde,2019-05-15T03:13:32.020Z,active,6708,4,57655
b652ac32-a55c-5b47-844c-bf07fb80694d,5d51c270-f284-54dd-8c1c-ad7ddd312a64,2019-06-12T06:17:00.320Z,active,5798,1,7097
10e384a4-4a46-55fd-87d6-8ed930426e2d,29db8680-919f-5e38-b4fa-c8cf55552271,2019-04-29T17:34:01.770Z,active,831,8,40573
e7004b84-0a1e-5265-b375-213f44c8163e,faf1ee05-f4d1-5c4e-9f13-3f1290ca73b5,2019-03-09T16:42:13.020Z,active,1404,4,62987
e9f797a4-3956-59ea-b30c-f7f062b38079,3944c1bd-79e8-555c-892a-008953064496,2019-05-18T13:43:54.700Z,active,269,0,62081
2a3ce458-cb6d-543e-8465-49edfedcaf74,4291428d-1dcd-5548-8f97-4712b4e5a3ee,2019-03-25T17:20:16.370Z,active,7590,5,96918
99f54f40-b3b6-56a8-b134-11d2b6f1d737,d7c510d9-5e42-5a95-9f83-a48d9610ec8b,2019-03-10T22:10:29.350Z,active,3038,2,2771
264297b3-cdeb-5af2-8a40-868129204c2d,ae40ec84-0895-5af1-a2da-e157d602d886,2019-04-16T03:23:19.550Z,active,4920,2,7744
f5593d81-d886-5cd3-ae93-379da61aec76,ecb66a38-0bb6-54dc-a63b-f0ff212d9303,2019-01-04T05:13:48.050Z,active,9402,8,19920
b52504f6-bcb1-5677-97fb-f7aabb33aad5,3d9b4310-fcc1-5a6f-a150-a4f38d716bc2,2019-11-02T03:28:18.200Z,active,7580,3,81451
a7fa34e6-aa2f-5436-ae6c-c2d41c106ce6,5084a74b-df0c-5274-acec-75c594a5607c,2019-03-13T19:41:34.270Z,active,4079,9,35241
ae30f208-1a40-5562-812a-898d9d5d09d4,dca47444-6b43-509a-be3f-a700227ef073,2019-12-06T10:44:27.580Z,active,3937,1,25669
be4d2195-84b5-5938-845e-f046c846d34c,153bfb5f-59c0-50bd-96b5-f377430d92f6,2019-09-11T08:52:04.200Z,active,4886,0,47840
e7ba7a3c-cb38-5184-a88e-1db62ba4df3f,ac051f04-384a-5560-a3ad-50d5ee39668c,2019-04-15T17:31:02.580Z,active,2026,6,83171
47f84daf-f9da-5ecd-9535-5acf385205b1,29284cf3-b464-5db0-b9cb-12cb050cf35b,2019-05-18T23:53:35.860Z,active,8463,0,22300
0676c8f3-a099-5838-be6f-158a76581491,85d5db3b-cea5-5290-b84d-d4ff56674a97,2019-04-21T07:59:12.380Z,active,8396,2,70099
00b68dbe-a2d2-5da8-8dcc-3c439b273980,c49590ac-7fb2-53ac-beb3-5c38354b489a,2019-09-28T08:03:06.630Z,active,6639,9,2847
d51a7b89-f60b-5527-b70b-e0ee5e7de9db,f8b32dc2-ba7d-55b3-b0a1-adbd6f0a4b5a,2019-07-20T13:49:08.670Z,active,3204,3,59743
179ce077-aa30-5577-9c46-6c26e45b01bb,c66e8af9-6cfa-5cc7-9fd7-852c1405529d,2019-09-11T00:40:06.060Z,active,7754,7,19289
e4cd291b-5b6f-5b33-8711-8194a5c9f676,a9fd0b32-6c25-5c64-80a7-446a655af304,2019-10-21T07:16:53.110Z,active,34,7,51796
cff04d57-db96-59d3-9a12-522aefeeda8c,17e9a905-24f3-596f-a415-be4e58883bc5,2019-09-12T09:47:19.170Z,active,2447,3,46464
ee60606d-d0c3-53d7-af54-65373fb2cf5c,f3d7992c-0a54-56f9-95e1-b7f3a7ef18b0,2019-10-30T14:05:39.840Z,active,5224,1,71430
912d95c1-ed7d-5279-b78c-53096451bd62,08251e48-51be-5ab3-849b-05dbf5a32565,2019-02-16T15:13:37.640Z,active,2938,2,13718
68264755-e24e-5652-8a6d-eaa492960cdd,7f189c1b-e5a1-5481-a5ad-aeca8456a4a7,2019-07-23T12:49:39.250Z,active,6043,3,54538
263e7f6f-0cb0-5d86-89f2-73cad730afed,ee471cb1-4728-5b5d-ad54-d50436b0ba6b,2019-10-01T07:32:53.770Z,active,9086,3,66682
67ca297c-0f0a-50f4-9e45-f44c476ec905,8deb6725-c5c7-5f31-a3fe-e6a791e46e68,2019-11-22T04:13:43.690Z,active,5028,6,55635
23314c59-a460-5c83-b965-bd021c68dea7,768fa733-a5fd-5b96-acdd-7c515a1bc1a9,2019-04-29T00:45:06.200Z,active,5158,7,95981
5042b7df-f94c-5d3e-999c-f1c7ec89c25c,cba688af-365a-564b-a6fb-6a08e9eedb18,2019-08-31T09:13:30.230Z,active,9159,8,82182
c070cad1-9047-55b1-8e57-a088036b1d7a,3fab9dbf-d389-5625-a703-910d085723f9,2019-05-26T01:24:10.780Z,active,5664,3,8582
91351c81-670f-5b57-a44e-25b8a6b27c00,44aa0fdf-c234-5955-9ef3-ad636df34af0,2019-07-04T15:18:51.370Z,active,6963,8,99706
bc31353a-b873-5a14-b59d-369f126be4dc,067537c4-0ef6-547e-9286-6fda197ee7a4,2019-12-15T07:55:01.090Z,active,1421,6,91500
76da5ef7-1ef0-522a-b3a9-cd67b1d0f2e6,843aaaa1-9ec0-5aa5-a55d-f729cadce501,2019-02-28T10:13:27.570Z,active,3003,1,37057
4dd85cb3-07ac-5d2e-889c-de5aa2ad9c74,22b828d7-84d3-5371-906c-006a87dd7928,2019-01-10T20:08:25.760Z,active,3743,6,88175
1fd39336-f097-5a5a-a000-098258442454,ee056b2c-f418-5a9b-bf0b-03de856aea5a,2019-07-13T21:51:37.640Z,active,9001,2,68611
11826267-cac1-5c89-a2e6-7519a2220c5f,8d45c946-34d8-530d-8f8e-28fd241bf48e,2019-04-16T02:19:13.820Z,active,3641,1,963
05b48a3f-d389-5019-8e10-3a4b24201fef,88303ddc-ee18-5ef3-a1e7-d365125c3841,2019-10-22T14:19:45.600Z,active,7939,2,70689
934685c9-0133-546a-a16e-96c4f873836a,76876abe-8d3b-5768-81a4-6c7ea1be298b,2019-12-10T07:55:11.700Z,active,6071,0,74534
bd076c1d-5887-57f5-a252-b7eabcc856cd,e8543c0e-42ff-59d6-bee0-6b0a21b37fdd,2019-12-20T05:09:06.230Z,active,6933,9,60200
8fa26b72-08ee-5f1e-b3e3-2da352d20185,b8bfc8d5-b9d9-5648-9832-6ad8621ceaa6,2019-03-19T12:31:46.460Z,active,3767,5,89056
e8bd9716-e04a-55ad-b492-4a6fb594dd3a,9d7d880b-9d85-50a0-ba2b-b624ef43c0d5,2019-11-14T17:37:10.820Z,active,4829,0,48284
bff22e37-ad74-567b-956f-eb1f24f76427,bbc39211-bcfb-57eb-9264-93e4323786dc,2019-04-07T15:29:33.070Z,active,5679,6,66756
47f937be-3fb4-522e-9009-5db99e7e12b4,88ee57ef-b055-5f9d-a5b3-8389ba120445,2019-05-01T07:00:13.600Z,active,2635,0,86608
a8193cf7-2ef7-5898-b38f-593daeaca261,fc5abf57-57b2-57c1-928e-25bd5810128e,2019-10-08T14:13:16.250Z,active,7154,4,17977
9a7cf658-41ee-514d-80e5-4e9cbc4ecc0b,bc079d6d-dcaf-520c-ad33-f394aae70b58,2019-11-17T03:52:28.700Z,active,6624,4,27385
290e7073-aba5-5566-80ba-794c15b39fce,8fadaf45-b9d0-5b6e-b432-446e22ca9e3c,2019-08-14T19:24:38.560Z,active,5997,5,66120
01ae3134-7416-58f4-b128-1c228a9b8d85,46dae6dc-b5a6-558a-b9c1-bed362aefaa7,2019-01-24T14:39:28.350Z,active,943,3,15272
b4ceacbc-2cc7-54d2-82f2-89a981051d23,7c02f47b-63be-52c0-a3d6-1a6efb278692,2019-10-13T07:31:13.630Z,active,5775,3,35203
a646daa4-af54-5ebb-8185-200cb8370e44,8ddd0920-ab17-5e95-b814-e6380f93fe20,2019-11-02T23:31:45.230Z,active,3312,6,99526
eb96ed69-2862-5693-9fc9-4dc4b6459d15,cf898951-0aeb-567e-83b7-c9ec1485a39c,2019-08-23T10:00:55.440Z,active,626,9,81856
b73dc724-5c6e-522e-91ce-f1c30cb940f1,127045a0-6984-51c7-8e6d-b5bca452037d,2019-01-25T14:15:14.070Z,active,8909,1,68153
fa7b1e31-045e-58a1-b1ea-eba6a197b9eb,b66e4803-983d-53b8-bc38-977a27c13015,2019-02-18T07:52:38.750Z,active,3339,9,9301
3bb49ddc-cd41-5699-8289-2cf74a513f89,1aadb2ce-c367-53fd-aecb-b163a8e7c903,2019-02-28T04:37:37.440Z,active,4028,3,74203
0ae39737-2c32-50c9-ab49-05273f45db30,bee26adf-bdc4-529c-bed5-3a38f8c207c3,2019-07-16T15:18:00.140Z,active,2998,1,59017
6510053b-118a-5440-90ce-829d9560503b,847a6ccf-3db7-5470-8670-f8b2264cb466,2019-02-04T20:53:21.210Z,active,4318,6,7248
c16d64d1-5dd9-5902-9305-8e9041f09e19,a998195a-d587-5985-8895-99abe5bb6504,2019-03-24T18:09:34.670Z,active,2486,4,81644
959a1dd5-cf24-50ef-9dfc-4366e5151d0a,a50e6484-6974-5f2e-9481-dc72bf4354fa,2019-10-19T10:41:18.720Z,active,5332,4,16522
faaeaf60-67c4-5315-82c1-3db7a6c18e27,87342262-e8d5-5bef-9b47-754c7e64be30,2019-09-09T01:09:45.060Z,active,1843,2,72924
89dfb90e-b040-5067-ac26-058529fe5a23,2b78ab96-3b07-5652-b837-e9356b280afe,2019-04-14T21:12:45.920Z,active,693,4,33087
42de2554-1884-5e0e-9b36-86bdd49e5790,02650159-6a1c-5b06-a9d7-93ee788023bc,2019-07-04T01:51:35.500Z,active,6182,7,16108
2cac2b9c-59a0-58f6-890e-ff25e83a18e1,77f40267-76e3-5761-adba-9c0f97711f56,2019-03-21T22:07:56.710Z,active,4046,2,98850
399fa9d4-50b7-50b3-bfe6-35062e90e2af,1b8f285f-3076-5bfe-bd41-239ca2617694,2019-09-12T02:33:05.880Z,active,117,3,90908
3301c3a3-f779-5df4-8177-d499436b50f8,6c6c6de3-f09c-5423-837d-ae6f61fbc8c9,2019-11-18T02:10:27.490Z,active,4728,6,1228
a116a802-a7e8-5de1-90f1-0a420990afda,3d349817-3672-5f13-a4a0-79f174a7be89,2019-03-29T14:56:09.820Z,active,775,9,49233
bb5d0804-dbdd-5460-bbdf-2996a22bb9bc,cea1315c-d781-5e62-92ac-946830fb427c,2019-07-01T23:19:03.850Z,inactive,2815,5,64193
d238dd70-61c7-520b-9b97-2cfd6301bc53,7c33c980-e534-559a-a384-b64982386d8a,2019-03-10T01:33:56.190Z,active,6322,0,85356
e0836aa0-e7ec-57da-a647-b862707b0081,287dffd8-232a-5a53-bf81-7146619cd5a1,2019-03-20T17:23:43.460Z,active,4157,4,19513
72cecfdb-6313-5a21-9b40-d6e9ff360f99,5c2ff678-e752-599b-ad5e-3d2fb7187106,2019-03-17T09:35:01.120Z,active,3387,0,10702
2e1161f0-3a78-562e-b453-4ba0891987d9,ed2eb0cc-7f29-5614-916b-f4859f4ba7dc,2019-11-22T07:46:03.190Z,active,3494,1,19350
38af6053-168e-59c0-a615-d013a2b10c38,456d10cc-1125-5bf2-a0c9-06973e90ab0a,2019-07-05T19:19:40.270Z,active,8608,8,66096
f59e94e7-81d3-5e81-9aae-6992b367b191,8be55599-0c0a-5289-bc82-8805fc73b812,2019-12-08T14:00:25.800Z,active,8654,3,913
3382ff3f-7b89-55b0-bad6-97c610a8d858,169627d5-bad7-5c5a-b3dd-4129588978f6,2019-05-09T08:56:59.780Z,active,7267,9,91600
4ee96c75-e3fb-5f5a-bb46-ac5625dd56d7,7a1982dc-2f72-5e62-9f95-52fd2201c14b,2019-01-09T16:59:18.810Z,active,7661,8,24523
4150a8ea-c490-5e17-adfd-29c40abbe94f,32e4bd8b-3b88-51da-991e-986c94dc7b79,2019-01-22T12:50:11.610Z,active,9632,9,75969
d3edacdc-9a58-5ca2-b1c8-4f247c90dea5,bbbad43b-48fd-50cb-9b35-2c2592bf10d8,2019-12-27T03:03:08.580Z,active,2933,3,72410
895e6313-f6da-5746-b07c-dd16012e3e4c,04c3b44d-1787-5404-ac3f-87a10c04eb02,2019-08-15T05:07:16.650Z,active,7069,1,4959
12ca1bf8-ef3b-5bab-af93-6f627ea1cb56,6864631b-4122-589f-9aa2-10067e28bebd,2019-07-15T10:54:40.070Z,active,6255,5,83178
8866a290-6948-5ce9-9ee6-c8a15edc0b5b,be396578-fb5b-5a96-825d-4bd5d19ee072,2019-06-28T05:35:45.570Z,active,3272,9,69719
0e6e6971-ff59-5647-a6a7-0b0980259e12,ff564476-b6d3-5a51-918c-058bf40ff7d5,2019-03-15T15:03:31.140Z,active,7387,2,1870
76c8b594-b96d-5901-9c72-ed294fc28457,1f1e1bfa-7511-581d-a600-f17316de3f98,2019-06-06T00:52:30.650Z,active,4950,6,38270
5449dbb3-3b82-5376-b464-81fb0cd87b18,cdd6a7ef-cec3-5b58-8775-ef7d4a613a28,2019-10-01T07:51:48.310Z,active,8018,2,77793
20f92e23-cbd3-504f-8407-9e666e07b1a8,27e0795a-cac8-5b72-8776-e9512025f470,2019-02-03T18:17:26.420Z,active,9519,9,48064
9ed95564-7c3b-532e-9863-efde7b278a6f,73adacc1-01f3-5545-8eba-81a2f990efc4,2019-07-17T22:36:07.520Z,active,8773,7,19831
eaed1cbe-6659-5a44-ac68-3250348df8ad,ecec3119-7ea9-57d9-81a5-8697230fbb4c,2019-07-16T12:22:26.530Z,active,2911,7,39936
1d297fb6-8bda-51c7-9794-dda76723deb9,24182a4c-71fa-5409-866c-4c03904e7ffe,2019-02-02T16:41:15.530Z,active,841,2,17635
d862fe7a-391f-581f-9479-50728aedd579,1af484ba-c51d-59c0-a676-960f585114df,2019-12-23T21:00:56.500Z,active,7447,9,21347
55b81ceb-e782-5bb9-aa49-c2aa40ed6327,3f5a55dd-171f-522d-8673-61e61c2beb8d,2019-11-24T12:11:52.090Z,active,1097,0,98888
afa98cea-9fe7-51b8-a1f2-78b7a0f23385,c264a5da-036a-583b-8147-9d82009603eb,2019-04-09T00:08:52.130Z,active,4358,9,83360
3142fc96-0f74-50ac-b47b-d07c6837e5ed,a85f3d7a-b57e-59de-b351-3a59d8e45064,2019-12-01T21:09:22.160Z,active,500,6,63276
ac78008a-f760-53bf-a124-b98893b8d3db,800fae88-ec70-5517-b6b6-892163caf480,2019-09-21T06:14:50.870Z,active,3237,0,16629
87c8abf7-c0a4-58ab-9b7e-5f060216c5f0,7aab2ca5-92ac-5986-8732-9fa069f04e7d,2019-05-31T18:29:50.340Z,active,6951,2,7697
03443d25-af6a-50be-a3d6-458d894ba278,0d96ba3f-5012-5111-87a0-0c3d1b854fc7,2019-10-29T21:15:10.770Z,active,8683,0,13909
2d93d537-b644-5481-a1ee-4e2482025933,9eb97e95-dc15-592a-854b-3514008752a6,2019-05-07T23:08:38.550Z,active,2938,5,20942
02dcde24-b446-5627-bbfd-db61d82d3b5d,8b2721b2-d5f3-5027-8211-d7cb18db588b,2019-05-19T19:08:33.660Z,active,9319,7,6727
3c5c07ac-e0af-5ded-be3f-060a13ea2c2a,647a89be-9614-5789-9246-110828a683fd,2019-12-27T02:40:33.430Z,active,5681,4,27469
6ba21fe4-9826-5edd-bad9-d187102f27f7,66fd4d7b-0d9f-54c4-a67e-1be2efb08920,2019-02-09T12:01:31.660Z,active,259,2,54083
9e34f453-5389-5d4e-b5ea-4f153e3b6116,aa80c7e7-dc47-5e01-ab77-6b2aa940ad59,2019-08-12T16:54:03.980Z,active,6578,6,97954
2444ffaf-05aa-5fbb-ab78-773233238fdb,1e319674-7dfc-5389-8f48-193bf646df82,2019-03-22T04:07:24.610Z,active,6659,1,82061
9e07e54d-3a94-538e-ac17-55395a656b2c,9eb97369-909a-530c-9129-bc6e6ea0bb70,2019-09-13T07:18:52.580Z,active,1873,6,32230
8ce01552-3b81-5676-921b-237dc3058083,be62a745-fce8-5e1d-9c96-2435613d369e,2019-05-12T10:14:25.210Z,active,829,7,74167
8daea9a5-dcd8-5328-b1ef-dc7d7cd716e6,1b0c2824-3e4a-5e21-9290-f701322e8a2a,2019-08-21T17:13:53.060Z,active,6077,5,52925
c64f8c56-acce-54b0-9768-db0339a519c3,b36ef2f2-e1fa-5754-bce1-48dc2c77f066,2019-12-19T09:05:36.800Z,active,8899,0,47259
3a0782ab-73c8-504f-be46-073bc4594768,25628e83-4a5c-529e-9b40-1bcc7cce8381,2019-12-22T07:49:16.750Z,active,8188,7,32669
3244d10c-62b1-58a2-88b0-3cb6f0cab84e,16b8594c-5ddd-515e-8d29-600eeb6173fd,2019-12-04T16:56:58.470Z,active,107,3,16908
c548a1ad-5109-5c69-beef-60d72eca5074,c6487055-f1f0-59b1-9f5d-b2476106245f,2019-01-31T16:29:06.140Z,active,1751,2,84013
4dbfce72-67b6-51f9-995a-cfe7c076c04a,1b8be9b4-5c41-5480-a23a-07084e8db56f,2019-04-14T05:28:34.380Z,active,1920,0,72078
fe0bac10-26db-575a-857d-9430e315849a,81e34ea7-bdb5-5f0f-911e-63a6611511ad,2019-09-21T17:25:11.450Z,active,9990,6,37521
88530c8c-7fb5-59c0-891e-22ec6ad1c32e,645cb3ee-b3fe-52db-93ae-71aca3e1a5a5,2019-08-01T04:06:16.670Z,active,8982,5,39074
703df89e-6188-5573-8db2-47f78be4db82,f9f4167c-5436-5f31-a38b-9af955b856c4,2019-12-23T19:50:58.150Z,active,8418,8,28467
03e8088d-faec-54ff-870b-64edc618b56d,75f8c5fc-e9fa-5967-a117-951b2cd26238,2019-03-29T00:55:33.820Z,active,654,5,55617
c937f486-5421-5739-afea-1bd57fa7ef68,7c60f531-fbdc-5308-86a5-be1de231d06e,2019-03-29T13:19:33.280Z,active,4971,6,2363
7e9d0b7c-fb7b-586b-8043-89ce9dc199c5,b13be194-3e8b-543b-94af-ec1aa7c91b16,2019-01-01T22:58:34.660Z,active,9838,6,87480
5816bfd7-3301-56a4-9cc9-35f25a823c15,b68ef0b1-cc81-51fe-8b87-3955ab8daf06,2019-10-04T17:47:50.400Z,active,2976,8,6202
82770548-2068-5ca4-b622-e92068f1d853,89d65380-3b60-5812-8a1a-c5336bcf64d5,2019-09-18T17:35:37.530Z,active,9609,1,11516
4dd33c60-209e-55e9-9e92-b83bff219e2f,c8f73eea-21f9-5703-9eed-12ec86292b3d,2019-06-08T11:02:42.530Z,active,5113,2,72029
5fcc8b2a-e798-54bd-8657-04816ace29cf,4bb8ae5c-0e7a-55b0-9fc7-d39d5ce8160b,2019-03-12T11:30:55.300Z,active,3149,2,651
83e26363-b458-5061-9bf4-dd53526703e4,9e1dcb7b-a6b2-54d9-9aa9-1611a7c39114,2019-04-03T01:25:11.810Z,active,1171,9,8669
c52c4932-2e44-5c91-a9de-8b151c010c0c,a465a0de-1bce-55ed-b20f-3605c10388f6,2019-04-29T17:16:36.450Z,active,4795,5,9705
69353208-8df3-5bea-a0ed-dee64941cb96,accdb555-a033-50da-ba9b-1a4649ada737,2019-04-08T17:22:52.980Z,active,8957,2,43879
5023c77a-5830-50ea-95af-c2a942f8c5d3,38542349-c568-5adc-a3af-901f546823b1,2019-08-09T16:31:46.040Z,active,1340,8,47570
e14a37e7-62e8-5c31-bdb9-b9a0da066592,26b070c5-7f9d-5a1d-a5d5-9750da64e4e3,2019-08-31T01:33:44.870Z,active,5688,5,86203
46f346f8-e61e-526e-988e-0067545d7861,d8ab9a7d-2df5-533f-b03d-8b6e7d7dc869,2019-06-17T08:48:04.030Z,active,4978,8,1035
1f3c789e-5cf6-5a2a-8803-2638ad29f551,cfd1c8ed-a36f-5fd2-bf22-334ad0ea78ac,2019-05-10T07:46:06.760Z,active,6914,9,98318
a65b3457-c75e-593f-a7af-9bf14ee8dac7,a9e78359-a3fb-5127-a485-0bf2b84d3f11,2019-06-21T04:45:40.410Z,active,2005,7,45381
2aa47dcd-7fbd-5bb9-ad0d-bc7c4c65ea13,26b49280-3e4c-5ede-8f95-fb201008d562,2019-05-10T18:36:27.430Z,active,8580,7,78285
fc9f18da-cc33-5553-a2cf-2300d398de76,cce7a260-a19e-5442-878f-e87341a26409,2019-01-02T14:49:47.370Z,active,6282,8,56484
fdf8467e-a5c1-5e2b-96ba-11e65d5858df,b00eeace-fd58-5429-ab1f-d8777aa86a72,2019-07-04T22:47:30.340Z,active,9455,2,46048
f0f9adb4-6603-5426-831b-de17a7f2c3ef,10411f21-6ba4-5989-b2fd-63bef55ea650,2019-02-19T08:39:39.240Z,active,1810,0,52670
6f6a01b8-63d8-502a-8e11-a9042ad1cb46,41209ece-8a6e-5bc6-a73e-f5a4a0148539,2019-06-27T15:19:06.350Z,active,8398,3,2686
9bb1c8cb-93b6-5f12-ab24-f41b1c79b6db,85fc44be-364a-50bc-a08a-096b36b61137,2019-04-21T10:07:20.410Z,active,4603,7,99520
6b006342-13c9-5f65-a585-9a988ca1753f,de56e7ea-2938-5bfc-ae15-26d37c9d000e,2019-06-08T11:58:09.290Z,active,497,3,7495
d2df4916-db25-5c9f-9ca4-a2da514e5a42,4a2ca492-a6f2-5937-834c-082985ac97cb,2019-10-14T07:34:20.660Z,active,2359,7,89408
1d03330a-3d73-5b57-a09a-d07241339686,e5ca951b-0a27-59f3-9348-99626e076d2b,2019-10-09T19:11:55.540Z,inactive,4651,1,87115
36cb0770-a88f-57a6-b8c4-1ee8a12ca8ab,ad492323-8e9d-5ce3-85c7-8938587547c0,2019-07-22T17:52:38.810Z,active,1996,4,28641
cd622c10-b03c-5b41-964f-adf5c29117a6,171978ef-1cde-5a8e-82af-b301541c903a,2019-06-01T07:51:54.990Z,active,2632,5,43345
ecc5bb42-fdfb-56c6-8610-12511cafe3f7,b58dd462-3c06-5600-8b5c-fc956592790f,2019-02-15T07:11:07.850Z,active,2314,3,90826
4b7c83c7-a879-5832-8c62-f7794b9d0c9d,a349dccf-94ed-5ea4-a1c2-6e90d19bd8a9,2019-03-10T08:27:23.920Z,active,1684,6,14372
ee53e3f5-8f94-5c3b-b67c-aa3b6a469d7a,1f9ec678-4b63-5195-b2ef-5bc72514a816,2019-01-08T07:15:08.690Z,active,9818,5,10094
985cc398-1c41-5796-8baa-5cc61024f029,3e325942-a355-57a2-bb10-e8dc4dd449f2,2019-02-17T06:12:02.890Z,active,4911,7,98477
781ddd4d-e174-5ba5-b1b9-e777a2ad7d6f,40092046-eb79-51f7-b15f-939da63d3622,2019-07-07T08:27:39.790Z,active,2055,3,2115
f80c2bd5-190f-58dd-b58e-d75e0bdf1c51,e54a27cb-0731-512c-ab25-4a2a3ebc914f,2019-02-09T11:31:45.820Z,active,6699,3,85845
f3690e15-2d8c-5c4f-a2f2-81ba6a03ab22,b86fab3c-a86b-5618-8f3c-9302443c0e75,2019-12-29T12:50:11.580Z,active,1225,5,42228
233a58b1-fcf8-5c28-a406-4703209d805d,99e3b069-e464-5884-9718-e07609bbdf4f,2019-04-25T05:25:19.080Z,active,5837,2,47282
614be68d-10cf-5d15-90ef-e45ba3de9488,fa0a2ea7-9cf7-515d-a97a-d93da2af074a,2019-10-03T17:46:42.960Z,active,1757,1,6748
af1c0bfd-d98a-52e3-9dc1-13f5f80a9bb3,b98e8896-5a4d-5827-8533-e9b7306487a1,2019-01-11T18:16:49.880Z,active,4036,3,13496
